"Team","Team.link","team.link.ref","Conf","Conf.link","conf.link.ref","Year"
"Cal Poly","team.php?team=Cal+Poly","Cal+Poly","BW","conf.php?c=BW","BW",2006
"Cal St. Fullerton","team.php?team=Cal+St.+Fullerton","Cal+St.+Fullerton","BW","conf.php?c=BW","BW",2006
"Cal St. Northridge","team.php?team=Cal+St.+Northridge","Cal+St.+Northridge","BW","conf.php?c=BW","BW",2006
"California","team.php?team=California","California","P10","conf.php?c=P10","P10",2006
"Campbell","team.php?team=Campbell","Campbell","ASun","conf.php?c=ASun","ASun",2006
"Canisius","team.php?team=Canisius","Canisius","MAAC","conf.php?c=MAAC","MAAC",2006
"Centenary","team.php?team=Centenary","Centenary","MCon","conf.php?c=MCon","MCon",2006
"Central Connecticut","team.php?team=Central+Connecticut","Central+Connecticut","NEC","conf.php?c=NEC","NEC",2006
"Central Michigan","team.php?team=Central+Michigan","Central+Michigan","MAC","conf.php?c=MAC","MAC",2006
"Charleston Southern","team.php?team=Charleston+Southern","Charleston+Southern","BSth","conf.php?c=BSth","BSth",2006
"Charlotte","team.php?team=Charlotte","Charlotte","A10","conf.php?c=A10","A10",2006
"Chattanooga","team.php?team=Chattanooga","Chattanooga","SC","conf.php?c=SC","SC",2006
"Chicago St.","team.php?team=Chicago+St.","Chicago+St.","MCon","conf.php?c=MCon","MCon",2006
"Cincinnati","team.php?team=Cincinnati","Cincinnati","BE","conf.php?c=BE","BE",2006
"Clemson","team.php?team=Clemson","Clemson","ACC","conf.php?c=ACC","ACC",2006
"Cleveland St.","team.php?team=Cleveland+St.","Cleveland+St.","Horz","conf.php?c=Horz","Horz",2006
"Coastal Carolina","team.php?team=Coastal+Carolina","Coastal+Carolina","BSth","conf.php?c=BSth","BSth",2006
"Colgate","team.php?team=Colgate","Colgate","Pat","conf.php?c=Pat","Pat",2006
"College of Charleston","team.php?team=College+of+Charleston","College+of+Charleston","SC","conf.php?c=SC","SC",2006
"Colorado","team.php?team=Colorado","Colorado","B12","conf.php?c=B12","B12",2006
"Colorado St.","team.php?team=Colorado+St.","Colorado+St.","MWC","conf.php?c=MWC","MWC",2006
"Columbia","team.php?team=Columbia","Columbia","Ivy","conf.php?c=Ivy","Ivy",2006
"Connecticut","team.php?team=Connecticut","Connecticut","BE","conf.php?c=BE","BE",2006
"Coppin St.","team.php?team=Coppin+St.","Coppin+St.","MEAC","conf.php?c=MEAC","MEAC",2006
"Cornell","team.php?team=Cornell","Cornell","Ivy","conf.php?c=Ivy","Ivy",2006
"Creighton","team.php?team=Creighton","Creighton","MVC","conf.php?c=MVC","MVC",2006
"Dartmouth","team.php?team=Dartmouth","Dartmouth","Ivy","conf.php?c=Ivy","Ivy",2006
"Davidson","team.php?team=Davidson","Davidson","SC","conf.php?c=SC","SC",2006
"Dayton","team.php?team=Dayton","Dayton","A10","conf.php?c=A10","A10",2006
"DePaul","team.php?team=DePaul","DePaul","BE","conf.php?c=BE","BE",2006
"Delaware","team.php?team=Delaware","Delaware","CAA","conf.php?c=CAA","CAA",2006
"Delaware St.","team.php?team=Delaware+St.","Delaware+St.","MEAC","conf.php?c=MEAC","MEAC",2006
"Denver","team.php?team=Denver","Denver","SB","conf.php?c=SB","SB",2006
"Detroit","team.php?team=Detroit","Detroit","Horz","conf.php?c=Horz","Horz",2006
"Drake","team.php?team=Drake","Drake","MVC","conf.php?c=MVC","MVC",2006
"Drexel","team.php?team=Drexel","Drexel","CAA","conf.php?c=CAA","CAA",2006
"Duke","team.php?team=Duke","Duke","ACC","conf.php?c=ACC","ACC",2006
"Duquesne","team.php?team=Duquesne","Duquesne","A10","conf.php?c=A10","A10",2006
"East Carolina","team.php?team=East+Carolina","East+Carolina","CUSA","conf.php?c=CUSA","CUSA",2006
"East Tennessee St.","team.php?team=East+Tennessee+St.","East+Tennessee+St.","ASun","conf.php?c=ASun","ASun",2006
"Eastern Illinois","team.php?team=Eastern+Illinois","Eastern+Illinois","OVC","conf.php?c=OVC","OVC",2006
"Eastern Kentucky","team.php?team=Eastern+Kentucky","Eastern+Kentucky","OVC","conf.php?c=OVC","OVC",2006
"Eastern Michigan","team.php?team=Eastern+Michigan","Eastern+Michigan","MAC","conf.php?c=MAC","MAC",2006
"Eastern Washington","team.php?team=Eastern+Washington","Eastern+Washington","BSky","conf.php?c=BSky","BSky",2006
"Elon","team.php?team=Elon","Elon","SC","conf.php?c=SC","SC",2006
"Evansville","team.php?team=Evansville","Evansville","MVC","conf.php?c=MVC","MVC",2006
"FIU","team.php?team=FIU","FIU","SB","conf.php?c=SB","SB",2006
"Fairfield","team.php?team=Fairfield","Fairfield","MAAC","conf.php?c=MAAC","MAAC",2006
"Fairleigh Dickinson","team.php?team=Fairleigh+Dickinson","Fairleigh+Dickinson","NEC","conf.php?c=NEC","NEC",2006
"Florida","team.php?team=Florida","Florida","SEC","conf.php?c=SEC","SEC",2006
"Florida A&M","team.php?team=Florida+A%26M","Florida+A%26M","MEAC","conf.php?c=MEAC","MEAC",2006
"Florida Atlantic","team.php?team=Florida+Atlantic","Florida+Atlantic","ASun","conf.php?c=ASun","ASun",2006
"Florida St.","team.php?team=Florida+St.","Florida+St.","ACC","conf.php?c=ACC","ACC",2006
"Fordham","team.php?team=Fordham","Fordham","A10","conf.php?c=A10","A10",2006
"Fresno St.","team.php?team=Fresno+St.","Fresno+St.","WAC","conf.php?c=WAC","WAC",2006
"Furman","team.php?team=Furman","Furman","SC","conf.php?c=SC","SC",2006
"Gardner Webb","team.php?team=Gardner+Webb","Gardner+Webb","ASun","conf.php?c=ASun","ASun",2006
"George Mason","team.php?team=George+Mason","George+Mason","CAA","conf.php?c=CAA","CAA",2006
"George Washington","team.php?team=George+Washington","George+Washington","A10","conf.php?c=A10","A10",2006
"Georgetown","team.php?team=Georgetown","Georgetown","BE","conf.php?c=BE","BE",2006
"Georgia","team.php?team=Georgia","Georgia","SEC","conf.php?c=SEC","SEC",2006
"Georgia Southern","team.php?team=Georgia+Southern","Georgia+Southern","SC","conf.php?c=SC","SC",2006
"Georgia St.","team.php?team=Georgia+St.","Georgia+St.","CAA","conf.php?c=CAA","CAA",2006
"Georgia Tech","team.php?team=Georgia+Tech","Georgia+Tech","ACC","conf.php?c=ACC","ACC",2006
"Gonzaga","team.php?team=Gonzaga","Gonzaga","WCC","conf.php?c=WCC","WCC",2006
"Grambling St.","team.php?team=Grambling+St.","Grambling+St.","SWAC","conf.php?c=SWAC","SWAC",2006
"Green Bay","team.php?team=Green+Bay","Green+Bay","Horz","conf.php?c=Horz","Horz",2006
"Hampton","team.php?team=Hampton","Hampton","MEAC","conf.php?c=MEAC","MEAC",2006
"Hartford","team.php?team=Hartford","Hartford","AE","conf.php?c=AE","AE",2006
"Harvard","team.php?team=Harvard","Harvard","Ivy","conf.php?c=Ivy","Ivy",2006
"Hawaii","team.php?team=Hawaii","Hawaii","WAC","conf.php?c=WAC","WAC",2006
"High Point","team.php?team=High+Point","High+Point","BSth","conf.php?c=BSth","BSth",2006
"Hofstra","team.php?team=Hofstra","Hofstra","CAA","conf.php?c=CAA","CAA",2006
"Holy Cross","team.php?team=Holy+Cross","Holy+Cross","Pat","conf.php?c=Pat","Pat",2006
"Houston","team.php?team=Houston","Houston","CUSA","conf.php?c=CUSA","CUSA",2006
"Howard","team.php?team=Howard","Howard","MEAC","conf.php?c=MEAC","MEAC",2006
"IPFW","team.php?team=IPFW","IPFW","ind","conf.php?c=ind","ind",2006
"IUPUI","team.php?team=IUPUI","IUPUI","MCon","conf.php?c=MCon","MCon",2006
"Idaho","team.php?team=Idaho","Idaho","WAC","conf.php?c=WAC","WAC",2006
"Idaho St.","team.php?team=Idaho+St.","Idaho+St.","BSky","conf.php?c=BSky","BSky",2006
"Illinois","team.php?team=Illinois","Illinois","B10","conf.php?c=B10","B10",2006
"Illinois Chicago","team.php?team=Illinois+Chicago","Illinois+Chicago","Horz","conf.php?c=Horz","Horz",2006
"Illinois St.","team.php?team=Illinois+St.","Illinois+St.","MVC","conf.php?c=MVC","MVC",2006
"Indiana","team.php?team=Indiana","Indiana","B10","conf.php?c=B10","B10",2006
"Indiana St.","team.php?team=Indiana+St.","Indiana+St.","MVC","conf.php?c=MVC","MVC",2006
"Iona","team.php?team=Iona","Iona","MAAC","conf.php?c=MAAC","MAAC",2006
"Iowa","team.php?team=Iowa","Iowa","B10","conf.php?c=B10","B10",2006
"Iowa St.","team.php?team=Iowa+St.","Iowa+St.","B12","conf.php?c=B12","B12",2006
"Jackson St.","team.php?team=Jackson+St.","Jackson+St.","SWAC","conf.php?c=SWAC","SWAC",2006
"Jacksonville","team.php?team=Jacksonville","Jacksonville","ASun","conf.php?c=ASun","ASun",2006
"Jacksonville St.","team.php?team=Jacksonville+St.","Jacksonville+St.","OVC","conf.php?c=OVC","OVC",2006
"James Madison","team.php?team=James+Madison","James+Madison","CAA","conf.php?c=CAA","CAA",2006
"Kansas","team.php?team=Kansas","Kansas","B12","conf.php?c=B12","B12",2006
"Kansas St.","team.php?team=Kansas+St.","Kansas+St.","B12","conf.php?c=B12","B12",2006
"Kennesaw St.","team.php?team=Kennesaw+St.","Kennesaw+St.","ASun","conf.php?c=ASun","ASun",2006
"Kent St.","team.php?team=Kent+St.","Kent+St.","MAC","conf.php?c=MAC","MAC",2006
"Kentucky","team.php?team=Kentucky","Kentucky","SEC","conf.php?c=SEC","SEC",2006
"LIU Brooklyn","team.php?team=LIU+Brooklyn","LIU+Brooklyn","NEC","conf.php?c=NEC","NEC",2006
"LSU","team.php?team=LSU","LSU","SEC","conf.php?c=SEC","SEC",2006
"La Salle","team.php?team=La+Salle","La+Salle","A10","conf.php?c=A10","A10",2006
"Lafayette","team.php?team=Lafayette","Lafayette","Pat","conf.php?c=Pat","Pat",2006
"Lamar","team.php?team=Lamar","Lamar","Slnd","conf.php?c=Slnd","Slnd",2006
"Lehigh","team.php?team=Lehigh","Lehigh","Pat","conf.php?c=Pat","Pat",2006
"Liberty","team.php?team=Liberty","Liberty","BSth","conf.php?c=BSth","BSth",2006
"Lipscomb","team.php?team=Lipscomb","Lipscomb","ASun","conf.php?c=ASun","ASun",2006
"Long Beach St.","team.php?team=Long+Beach+St.","Long+Beach+St.","BW","conf.php?c=BW","BW",2006
"Longwood","team.php?team=Longwood","Longwood","ind","conf.php?c=ind","ind",2006
"Louisiana Lafayette","team.php?team=Louisiana+Lafayette","Louisiana+Lafayette","SB","conf.php?c=SB","SB",2006
"Louisiana Monroe","team.php?team=Louisiana+Monroe","Louisiana+Monroe","Slnd","conf.php?c=Slnd","Slnd",2006
"Louisiana Tech","team.php?team=Louisiana+Tech","Louisiana+Tech","WAC","conf.php?c=WAC","WAC",2006
"Louisville","team.php?team=Louisville","Louisville","BE","conf.php?c=BE","BE",2006
"Loyola Chicago","team.php?team=Loyola+Chicago","Loyola+Chicago","Horz","conf.php?c=Horz","Horz",2006
"Loyola MD","team.php?team=Loyola+MD","Loyola+MD","MAAC","conf.php?c=MAAC","MAAC",2006
"Loyola Marymount","team.php?team=Loyola+Marymount","Loyola+Marymount","WCC","conf.php?c=WCC","WCC",2006
"Maine","team.php?team=Maine","Maine","AE","conf.php?c=AE","AE",2006
"Manhattan","team.php?team=Manhattan","Manhattan","MAAC","conf.php?c=MAAC","MAAC",2006
"Marist","team.php?team=Marist","Marist","MAAC","conf.php?c=MAAC","MAAC",2006
"Marquette","team.php?team=Marquette","Marquette","BE","conf.php?c=BE","BE",2006
"Marshall","team.php?team=Marshall","Marshall","CUSA","conf.php?c=CUSA","CUSA",2006
"Maryland","team.php?team=Maryland","Maryland","ACC","conf.php?c=ACC","ACC",2006
"Maryland Eastern Shore","team.php?team=Maryland+Eastern+Shore","Maryland+Eastern+Shore","MEAC","conf.php?c=MEAC","MEAC",2006
"Massachusetts","team.php?team=Massachusetts","Massachusetts","A10","conf.php?c=A10","A10",2006
"McNeese St.","team.php?team=McNeese+St.","McNeese+St.","Slnd","conf.php?c=Slnd","Slnd",2006
"Memphis","team.php?team=Memphis","Memphis","CUSA","conf.php?c=CUSA","CUSA",2006
"Mercer","team.php?team=Mercer","Mercer","ASun","conf.php?c=ASun","ASun",2006
"Miami FL","team.php?team=Miami+FL","Miami+FL","ACC","conf.php?c=ACC","ACC",2006
"Miami OH","team.php?team=Miami+OH","Miami+OH","MAC","conf.php?c=MAC","MAC",2006
"Michigan","team.php?team=Michigan","Michigan","B10","conf.php?c=B10","B10",2006
"Michigan St.","team.php?team=Michigan+St.","Michigan+St.","B10","conf.php?c=B10","B10",2006
"Middle Tennessee","team.php?team=Middle+Tennessee","Middle+Tennessee","SB","conf.php?c=SB","SB",2006
"Milwaukee","team.php?team=Milwaukee","Milwaukee","Horz","conf.php?c=Horz","Horz",2006
"Minnesota","team.php?team=Minnesota","Minnesota","B10","conf.php?c=B10","B10",2006
"Mississippi","team.php?team=Mississippi","Mississippi","SEC","conf.php?c=SEC","SEC",2006
"Mississippi St.","team.php?team=Mississippi+St.","Mississippi+St.","SEC","conf.php?c=SEC","SEC",2006
"Mississippi Valley St.","team.php?team=Mississippi+Valley+St.","Mississippi+Valley+St.","SWAC","conf.php?c=SWAC","SWAC",2006
"Missouri","team.php?team=Missouri","Missouri","B12","conf.php?c=B12","B12",2006
"Missouri St.","team.php?team=Missouri+St.","Missouri+St.","MVC","conf.php?c=MVC","MVC",2006
"Monmouth","team.php?team=Monmouth","Monmouth","NEC","conf.php?c=NEC","NEC",2006
"Montana","team.php?team=Montana","Montana","BSky","conf.php?c=BSky","BSky",2006
"Montana St.","team.php?team=Montana+St.","Montana+St.","BSky","conf.php?c=BSky","BSky",2006
"Morehead St.","team.php?team=Morehead+St.","Morehead+St.","OVC","conf.php?c=OVC","OVC",2006
"Morgan St.","team.php?team=Morgan+St.","Morgan+St.","MEAC","conf.php?c=MEAC","MEAC",2006
"Mount St. Mary's","team.php?team=Mount+St.+Mary%27s","Mount+St.+Mary%27s","NEC","conf.php?c=NEC","NEC",2006
"Murray St.","team.php?team=Murray+St.","Murray+St.","OVC","conf.php?c=OVC","OVC",2006
"N.C. State","team.php?team=N.C.+State","N.C.+State","ACC","conf.php?c=ACC","ACC",2006
"Navy","team.php?team=Navy","Navy","Pat","conf.php?c=Pat","Pat",2006
"Nebraska","team.php?team=Nebraska","Nebraska","B12","conf.php?c=B12","B12",2006
"Nevada","team.php?team=Nevada","Nevada","WAC","conf.php?c=WAC","WAC",2006
"New Hampshire","team.php?team=New+Hampshire","New+Hampshire","AE","conf.php?c=AE","AE",2006
"New Mexico","team.php?team=New+Mexico","New+Mexico","MWC","conf.php?c=MWC","MWC",2006
"New Mexico St.","team.php?team=New+Mexico+St.","New+Mexico+St.","WAC","conf.php?c=WAC","WAC",2006
"New Orleans","team.php?team=New+Orleans","New+Orleans","SB","conf.php?c=SB","SB",2006
"Niagara","team.php?team=Niagara","Niagara","MAAC","conf.php?c=MAAC","MAAC",2006
"Nicholls St.","team.php?team=Nicholls+St.","Nicholls+St.","Slnd","conf.php?c=Slnd","Slnd",2006
"Norfolk St.","team.php?team=Norfolk+St.","Norfolk+St.","MEAC","conf.php?c=MEAC","MEAC",2006
"North Carolina","team.php?team=North+Carolina","North+Carolina","ACC","conf.php?c=ACC","ACC",2006
"North Carolina A&T","team.php?team=North+Carolina+A%26T","North+Carolina+A%26T","MEAC","conf.php?c=MEAC","MEAC",2006
"North Dakota St.","team.php?team=North+Dakota+St.","North+Dakota+St.","ind","conf.php?c=ind","ind",2006
"North Florida","team.php?team=North+Florida","North+Florida","ASun","conf.php?c=ASun","ASun",2006
"North Texas","team.php?team=North+Texas","North+Texas","SB","conf.php?c=SB","SB",2006
"Northeastern","team.php?team=Northeastern","Northeastern","CAA","conf.php?c=CAA","CAA",2006
"Northern Arizona","team.php?team=Northern+Arizona","Northern+Arizona","BSky","conf.php?c=BSky","BSky",2006
"Northern Colorado","team.php?team=Northern+Colorado","Northern+Colorado","ind","conf.php?c=ind","ind",2006
"Northern Illinois","team.php?team=Northern+Illinois","Northern+Illinois","MAC","conf.php?c=MAC","MAC",2006
"Northern Iowa","team.php?team=Northern+Iowa","Northern+Iowa","MVC","conf.php?c=MVC","MVC",2006
"Northwestern","team.php?team=Northwestern","Northwestern","B10","conf.php?c=B10","B10",2006
"Northwestern St.","team.php?team=Northwestern+St.","Northwestern+St.","Slnd","conf.php?c=Slnd","Slnd",2006
"Notre Dame","team.php?team=Notre+Dame","Notre+Dame","BE","conf.php?c=BE","BE",2006
"Oakland","team.php?team=Oakland","Oakland","MCon","conf.php?c=MCon","MCon",2006
"Ohio","team.php?team=Ohio","Ohio","MAC","conf.php?c=MAC","MAC",2006
"Ohio St.","team.php?team=Ohio+St.","Ohio+St.","B10","conf.php?c=B10","B10",2006
"Oklahoma","team.php?team=Oklahoma","Oklahoma","B12","conf.php?c=B12","B12",2006
"Oklahoma St.","team.php?team=Oklahoma+St.","Oklahoma+St.","B12","conf.php?c=B12","B12",2006
"Old Dominion","team.php?team=Old+Dominion","Old+Dominion","CAA","conf.php?c=CAA","CAA",2006
"Oral Roberts","team.php?team=Oral+Roberts","Oral+Roberts","MCon","conf.php?c=MCon","MCon",2006
"Oregon","team.php?team=Oregon","Oregon","P10","conf.php?c=P10","P10",2006
"Oregon St.","team.php?team=Oregon+St.","Oregon+St.","P10","conf.php?c=P10","P10",2006
"Pacific","team.php?team=Pacific","Pacific","BW","conf.php?c=BW","BW",2006
"Penn","team.php?team=Penn","Penn","Ivy","conf.php?c=Ivy","Ivy",2006
"Penn St.","team.php?team=Penn+St.","Penn+St.","B10","conf.php?c=B10","B10",2006
"Pepperdine","team.php?team=Pepperdine","Pepperdine","WCC","conf.php?c=WCC","WCC",2006
"Pittsburgh","team.php?team=Pittsburgh","Pittsburgh","BE","conf.php?c=BE","BE",2006
"Portland","team.php?team=Portland","Portland","WCC","conf.php?c=WCC","WCC",2006
"Portland St.","team.php?team=Portland+St.","Portland+St.","BSky","conf.php?c=BSky","BSky",2006
"Prairie View A&M","team.php?team=Prairie+View+A%26M","Prairie+View+A%26M","SWAC","conf.php?c=SWAC","SWAC",2006
"Princeton","team.php?team=Princeton","Princeton","Ivy","conf.php?c=Ivy","Ivy",2006
"Providence","team.php?team=Providence","Providence","BE","conf.php?c=BE","BE",2006
"Purdue","team.php?team=Purdue","Purdue","B10","conf.php?c=B10","B10",2006
"Quinnipiac","team.php?team=Quinnipiac","Quinnipiac","NEC","conf.php?c=NEC","NEC",2006
"Radford","team.php?team=Radford","Radford","BSth","conf.php?c=BSth","BSth",2006
"Rhode Island","team.php?team=Rhode+Island","Rhode+Island","A10","conf.php?c=A10","A10",2006
"Rice","team.php?team=Rice","Rice","CUSA","conf.php?c=CUSA","CUSA",2006
"Richmond","team.php?team=Richmond","Richmond","A10","conf.php?c=A10","A10",2006
"Rider","team.php?team=Rider","Rider","MAAC","conf.php?c=MAAC","MAAC",2006
"Robert Morris","team.php?team=Robert+Morris","Robert+Morris","NEC","conf.php?c=NEC","NEC",2006
"Rutgers","team.php?team=Rutgers","Rutgers","BE","conf.php?c=BE","BE",2006
"SMU","team.php?team=SMU","SMU","CUSA","conf.php?c=CUSA","CUSA",2006
"Sacramento St.","team.php?team=Sacramento+St.","Sacramento+St.","BSky","conf.php?c=BSky","BSky",2006
"Sacred Heart","team.php?team=Sacred+Heart","Sacred+Heart","NEC","conf.php?c=NEC","NEC",2006
"Saint Joseph's","team.php?team=Saint+Joseph%27s","Saint+Joseph%27s","A10","conf.php?c=A10","A10",2006
"Saint Louis","team.php?team=Saint+Louis","Saint+Louis","A10","conf.php?c=A10","A10",2006
"Saint Mary's","team.php?team=Saint+Mary%27s","Saint+Mary%27s","WCC","conf.php?c=WCC","WCC",2006
"Saint Peter's","team.php?team=Saint+Peter%27s","Saint+Peter%27s","MAAC","conf.php?c=MAAC","MAAC",2006
"Sam Houston St.","team.php?team=Sam+Houston+St.","Sam+Houston+St.","Slnd","conf.php?c=Slnd","Slnd",2006
"Samford","team.php?team=Samford","Samford","OVC","conf.php?c=OVC","OVC",2006
"San Diego","team.php?team=San+Diego","San+Diego","WCC","conf.php?c=WCC","WCC",2006
"San Diego St.","team.php?team=San+Diego+St.","San+Diego+St.","MWC","conf.php?c=MWC","MWC",2006
"San Francisco","team.php?team=San+Francisco","San+Francisco","WCC","conf.php?c=WCC","WCC",2006
"San Jose St.","team.php?team=San+Jose+St.","San+Jose+St.","WAC","conf.php?c=WAC","WAC",2006
"Santa Clara","team.php?team=Santa+Clara","Santa+Clara","WCC","conf.php?c=WCC","WCC",2006
"Savannah St.","team.php?team=Savannah+St.","Savannah+St.","ind","conf.php?c=ind","ind",2006
"Seton Hall","team.php?team=Seton+Hall","Seton+Hall","BE","conf.php?c=BE","BE",2006
"Siena","team.php?team=Siena","Siena","MAAC","conf.php?c=MAAC","MAAC",2006
"South Alabama","team.php?team=South+Alabama","South+Alabama","SB","conf.php?c=SB","SB",2006
"South Carolina","team.php?team=South+Carolina","South+Carolina","SEC","conf.php?c=SEC","SEC",2006
"South Carolina St.","team.php?team=South+Carolina+St.","South+Carolina+St.","MEAC","conf.php?c=MEAC","MEAC",2006
"South Dakota St.","team.php?team=South+Dakota+St.","South+Dakota+St.","ind","conf.php?c=ind","ind",2006
"South Florida","team.php?team=South+Florida","South+Florida","BE","conf.php?c=BE","BE",2006
"Southeast Missouri St.","team.php?team=Southeast+Missouri+St.","Southeast+Missouri+St.","OVC","conf.php?c=OVC","OVC",2006
"Southeastern Louisiana","team.php?team=Southeastern+Louisiana","Southeastern+Louisiana","Slnd","conf.php?c=Slnd","Slnd",2006
"Southern","team.php?team=Southern","Southern","SWAC","conf.php?c=SWAC","SWAC",2006
"Southern Illinois","team.php?team=Southern+Illinois","Southern+Illinois","MVC","conf.php?c=MVC","MVC",2006
"Southern Miss","team.php?team=Southern+Miss","Southern+Miss","CUSA","conf.php?c=CUSA","CUSA",2006
"Southern Utah","team.php?team=Southern+Utah","Southern+Utah","MCon","conf.php?c=MCon","MCon",2006
